species_common_name,species_encoded,year,population,population_rolling_avg,iucn_status_numeric,taxonomic_group_encoded,region_encoded,population_relative_to_peak,is_interpolated,ds,y,y_log,y_smooth
Giant Panda,7,2014,1864,1837.0,2,2,1,0.9810526315789474,False,2014-01-01,1864,7.5310163320779155,1837.0
Giant Panda,7,2015,1864,1855.0,2,2,1,0.9810526315789474,True,2015-01-01,1864,7.5310163320779155,1855.0
Giant Panda,7,2016,1864,1864.0,2,2,1,0.9810526315789474,True,2016-01-01,1864,7.5310163320779155,1864.0
Giant Panda,7,2017,1864,1864.0,2,2,1,0.9810526315789474,True,2017-01-01,1864,7.5310163320779155,1864.0
Giant Panda,7,2018,1864,1864.0,2,2,1,0.9810526315789474,True,2018-01-01,1864,7.5310163320779155,1864.0
Giant Panda,7,2019,1864,1864.0,2,2,1,0.9810526315789474,True,2019-01-01,1864,7.5310163320779155,1864.0
Giant Panda,7,2020,1864,1864.0,2,2,1,0.9810526315789474,True,2020-01-01,1864,7.5310163320779155,1864.0
Giant Panda,7,2021,1864,1864.0,2,2,1,0.9810526315789474,False,2021-01-01,1864,7.5310163320779155,1864.0
Giant Panda,7,2022,1876,1868.0,2,2,1,0.9873684210526316,True,2022-01-01,1876,7.537430036586509,1868.0
Giant Panda,7,2023,1888,1876.0,2,2,1,0.9936842105263158,True,2023-01-01,1888,7.543802867501509,1876.0
Giant Panda,7,2024,1900,1888.0,2,2,1,1.0,False,2024-01-01,1900,7.550135342488429,1888.0
Gray Wolf,8,2000,3500,3500.0,0,2,4,0.5147058823529411,False,2000-01-01,3500,8.160803920954665,3500.0
Gray Wolf,8,2001,3700,3600.0,0,2,4,0.5441176470588235,True,2001-01-01,3700,8.216358332386156,3600.0
Gray Wolf,8,2002,3950,3716.6666666666665,0,2,4,0.5808823529411765,True,2002-01-01,3950,8.281723990411392,3716.6666666666665
Gray Wolf,8,2003,4200,3950.0,0,2,4,0.6176470588235294,True,2003-01-01,4200,8.343077871169383,3950.0
Gray Wolf,8,2004,4500,4216.666666666667,0,2,4,0.6617647058823529,True,2004-01-01,4500,8.412054873292933,4216.666666666667
Gray Wolf,8,2005,4800,4500.0,0,2,4,0.7058823529411765,True,2005-01-01,4800,8.476579508530941,4500.0
Gray Wolf,8,2006,5100,4800.0,0,2,4,0.75,False,2006-01-01,5100,8.537191877922927,4800.0
Gray Wolf,8,2007,5400,5100.0,0,2,4,0.7941176470588235,True,2007-01-01,5400,8.594339400592892,5100.0
Gray Wolf,8,2008,5650,5383.333333333333,0,2,4,0.8308823529411765,True,2008-01-01,5650,8.639587799629844,5383.333333333333
Gray Wolf,8,2009,5850,5633.333333333333,0,2,4,0.8602941176470589,True,2009-01-01,5850,8.674367865788236,5633.333333333333
Gray Wolf,8,2010,6000,5833.333333333333,0,2,4,0.8823529411764706,False,2010-01-01,6000,8.699681400989514,5833.333333333333
Gray Wolf,8,2011,6100,5983.333333333333,0,2,4,0.8970588235294118,True,2011-01-01,6100,8.716207971151853,5983.333333333333
Gray Wolf,8,2012,6200,6100.0,0,2,4,0.9117647058823529,True,2012-01-01,6200,8.732465848349879,6100.0
Gray Wolf,8,2013,6250,6183.333333333333,0,2,4,0.9191176470588235,True,2013-01-01,6250,8.740496729931813,6183.333333333333
Gray Wolf,8,2014,6300,6250.0,0,2,4,0.9264705882352942,True,2014-01-01,6300,8.748463629942055,6250.0
Gray Wolf,8,2015,6350,6300.0,0,2,4,0.9338235294117647,False,2015-01-01,6350,8.756367559802975,6300.0
Gray Wolf,8,2016,6400,6350.0,0,2,4,0.9411764705882353,True,2016-01-01,6400,8.764209507142004,6350.0
Gray Wolf,8,2017,6450,6400.0,0,2,4,0.9485294117647058,True,2017-01-01,6450,8.771990436532242,6400.0
Gray Wolf,8,2018,6500,6450.0,0,2,4,0.9558823529411765,True,2018-01-01,6500,8.77971129020447,6450.0
Gray Wolf,8,2019,6550,6500.0,0,2,4,0.9632352941176471,True,2019-01-01,6550,8.787372988731876,6500.0
Gray Wolf,8,2020,6600,6550.0,0,2,4,0.9705882352941176,False,2020-01-01,6600,8.79497643168877,6550.0
Gray Wolf,8,2021,6650,6600.0,0,2,4,0.9779411764705882,True,2021-01-01,6650,8.802522498284421,6600.0
Gray Wolf,8,2022,6700,6650.0,0,2,4,0.9852941176470589,True,2022-01-01,6700,8.81001204797317,6650.0
Gray Wolf,8,2023,6750,6700.0,0,2,4,0.9926470588235294,True,2023-01-01,6750,8.81744592104187,6700.0
Gray Wolf,8,2024,6800,6750.0,0,2,4,1.0,False,2024-01-01,6800,8.824824939175638,6750.0
Great Indian Bustard,9,1969,1260,1260.0,4,1,3,1.0,False,1969-01-01,1260,7.13966033596492,1260.0
Great Indian Bustard,9,1970,1213,1236.5,4,1,3,0.9626984126984127,True,1970-01-01,1213,7.101675971619444,1236.5
Great Indian Bustard,9,1971,1166,1213.0,4,1,3,0.9253968253968254,True,1971-01-01,1166,7.062191632286556,1213.0
Great Indian Bustard,9,1972,1120,1166.3333333333333,4,1,3,0.8888888888888888,True,1972-01-01,1120,7.02197642307216,1166.3333333333333
Great Indian Bustard,9,1973,1073,1119.6666666666667,4,1,3,0.8515873015873016,True,1973-01-01,1073,6.97914527506881,1119.6666666666667
Great Indian Bustard,9,1974,1026,1073.0,4,1,3,0.8142857142857143,True,1974-01-01,1026,6.934397209928558,1073.0
Great Indian Bustard,9,1975,979,1026.0,4,1,3,0.776984126984127,True,1975-01-01,979,6.887552571664617,1026.0
Great Indian Bustard,9,1976,932,979.0,4,1,3,0.7396825396825397,True,1976-01-01,932,6.838405200847344,979.0
Great Indian Bustard,9,1977,885,932.0,4,1,3,0.7023809523809523,True,1977-01-01,885,6.786716950605081,932.0
Great Indian Bustard,9,1978,839,885.3333333333334,4,1,3,0.6658730158730158,True,1978-01-01,839,6.733401891837359,885.3333333333334
Great Indian Bustard,9,1979,792,838.6666666666666,4,1,3,0.6285714285714286,True,1979-01-01,792,6.675823221634848,838.6666666666666
Great Indian Bustard,9,1980,745,792.0,4,1,3,0.5912698412698413,False,1980-01-01,745,6.61472560020376,792.0
Great Indian Bustard,9,1981,706,747.6666666666666,4,1,3,0.5603174603174603,True,1981-01-01,706,6.561030665896573,747.6666666666666
Great Indian Bustard,9,1982,666,705.6666666666666,4,1,3,0.5285714285714286,True,1982-01-01,666,6.502790045915623,705.6666666666666
Great Indian Bustard,9,1983,626,666.0,4,1,3,0.49682539682539684,True,1983-01-01,626,6.440946540632921,666.0
Great Indian Bustard,9,1984,587,626.3333333333334,4,1,3,0.4658730158730159,True,1984-01-01,587,6.376726947898627,626.3333333333334
Great Indian Bustard,9,1985,548,587.0,4,1,3,0.43492063492063493,True,1985-01-01,548,6.3080984415095305,587.0
Great Indian Bustard,9,1986,508,547.6666666666666,4,1,3,0.4031746031746032,True,1986-01-01,508,6.2324480165505225,547.6666666666666
Great Indian Bustard,9,1987,468,508.0,4,1,3,0.37142857142857144,True,1987-01-01,468,6.150602768446279,508.0
Great Indian Bustard,9,1988,429,468.3333333333333,4,1,3,0.3404761904761905,True,1988-01-01,429,6.063785208687608,468.3333333333333
Great Indian Bustard,9,1989,390,429.0,4,1,3,0.30952380952380953,True,1989-01-01,390,5.968707559985366,429.0
Great Indian Bustard,9,1990,350,389.6666666666667,4,1,3,0.2777777777777778,False,1990-01-01,350,5.860786223465865,389.6666666666667
Great Indian Bustard,9,1991,335,358.3333333333333,4,1,3,0.26587301587301587,True,1991-01-01,335,5.817111159963204,358.3333333333333
Great Indian Bustard,9,1992,320,335.0,4,1,3,0.25396825396825395,True,1992-01-01,320,5.771441123130016,335.0
Great Indian Bustard,9,1993,305,320.0,4,1,3,0.24206349206349206,True,1993-01-01,305,5.723585101952381,320.0
Great Indian Bustard,9,1994,290,305.0,4,1,3,0.23015873015873015,True,1994-01-01,290,5.673323267171493,305.0
Great Indian Bustard,9,1995,275,290.0,4,1,3,0.21825396825396826,True,1995-01-01,275,5.62040086571715,290.0
Great Indian Bustard,9,1996,260,275.0,4,1,3,0.20634920634920634,True,1996-01-01,260,5.564520407322694,275.0
Great Indian Bustard,9,1997,245,260.0,4,1,3,0.19444444444444445,True,1997-01-01,245,5.5053315359323625,260.0
Great Indian Bustard,9,1998,230,245.0,4,1,3,0.18253968253968253,True,1998-01-01,230,5.442417710521793,245.0
Great Indian Bustard,9,1999,215,230.0,4,1,3,0.17063492063492064,True,1999-01-01,215,5.375278407684165,230.0
Great Indian Bustard,9,2000,200,215.0,4,1,3,0.15873015873015872,False,2000-01-01,200,5.303304908059076,215.0
Great Indian Bustard,9,2001,195,203.33333333333334,4,1,3,0.15476190476190477,True,2001-01-01,195,5.278114659230517,203.33333333333334
Great Indian Bustard,9,2002,191,195.33333333333334,4,1,3,0.15158730158730158,True,2002-01-01,191,5.2574953720277815,195.33333333333334
Great Indian Bustard,9,2003,186,190.66666666666666,4,1,3,0.14761904761904762,True,2003-01-01,186,5.231108616854587,190.66666666666666
Great Indian Bustard,9,2004,182,186.33333333333334,4,1,3,0.14444444444444443,True,2004-01-01,182,5.209486152841421,186.33333333333334
Great Indian Bustard,9,2005,177,181.66666666666666,4,1,3,0.14047619047619048,True,2005-01-01,177,5.181783550292085,181.66666666666666
Great Indian Bustard,9,2006,173,177.33333333333334,4,1,3,0.1373015873015873,True,2006-01-01,173,5.159055299214529,177.33333333333334
Great Indian Bustard,9,2007,168,172.66666666666666,4,1,3,0.13333333333333333,True,2007-01-01,168,5.1298987149230735,172.66666666666666
Great Indian Bustard,9,2008,164,168.33333333333334,4,1,3,0.13015873015873017,True,2008-01-01,164,5.10594547390058,168.33333333333334
Great Indian Bustard,9,2009,159,163.66666666666666,4,1,3,0.1261904761904762,True,2009-01-01,159,5.075173815233827,163.66666666666666
Great Indian Bustard,9,2010,155,159.33333333333334,4,1,3,0.12301587301587301,True,2010-01-01,155,5.049856007249537,159.33333333333334
Great Indian Bustard,9,2011,150,154.66666666666666,4,1,3,0.11904761904761904,False,2011-01-01,150,5.017279836814924,154.66666666666666
Great Indian Bustard,9,2012,147,150.66666666666666,4,1,3,0.11666666666666667,True,2012-01-01,147,4.997212273764115,150.66666666666666
Great Indian Bustard,9,2013,144,147.0,4,1,3,0.11428571428571428,True,2013-01-01,144,4.976733742420574,147.0
Great Indian Bustard,9,2014,141,144.0,4,1,3,0.11190476190476191,True,2014-01-01,141,4.955827057601261,144.0
Great Indian Bustard,9,2015,137,140.66666666666666,4,1,3,0.10873015873015873,True,2015-01-01,137,4.927253685157205,140.66666666666666
Great Indian Bustard,9,2016,134,137.33333333333334,4,1,3,0.10634920634920635,True,2016-01-01,134,4.90527477843843,137.33333333333334
Great Indian Bustard,9,2017,131,134.0,4,1,3,0.10396825396825397,True,2017-01-01,131,4.882801922586371,134.0
Great Indian Bustard,9,2018,128,131.0,4,1,3,0.10158730158730159,False,2018-01-01,128,4.859812404361672,131.0
Great Indian Bustard,9,2019,134,131.0,4,1,3,0.10634920634920635,True,2019-01-01,134,4.90527477843843,131.0
Great Indian Bustard,9,2020,139,133.66666666666666,4,1,3,0.11031746031746031,True,2020-01-01,139,4.941642422609304,133.66666666666666
Great Indian Bustard,9,2021,144,139.0,4,1,3,0.11428571428571428,True,2021-01-01,144,4.976733742420574,139.0
Great Indian Bustard,9,2022,150,144.33333333333334,4,1,3,0.11904761904761904,False,2022-01-01,150,5.017279836814924,144.33333333333334
Humpback Whale,10,2000,30000,30000.0,0,3,2,0.33707865168539325,False,2000-01-01,30000,10.308985993422082,30000.0
Humpback Whale,10,2001,32000,31000.0,0,3,2,0.3595505617977528,True,2001-01-01,32000,10.373522431293592,31000.0
Humpback Whale,10,2002,34100,32033.333333333332,0,3,2,0.3831460674157303,True,2002-01-01,34100,10.43708198835482,32033.333333333332
Humpback Whale,10,2003,36300,34133.333333333336,0,3,2,0.40786516853932586,True,2003-01-01,36300,10.499600568082863,34133.333333333336
Humpback Whale,10,2004,38600,36333.333333333336,0,3,2,0.4337078651685393,True,2004-01-01,38600,10.5610334618531,36333.333333333336
Humpback Whale,10,2005,41000,38633.333333333336,0,3,2,0.4606741573033708,False,2005-01-01,41000,10.62135173563291,38633.333333333336
Humpback Whale,10,2006,43500,41033.333333333336,0,3,2,0.4887640449438202,True,2006-01-01,43500,10.680539205318292,41033.333333333336
Humpback Whale,10,2007,46200,43566.666666666664,0,3,2,0.5191011235955056,True,2007-01-01,46200,10.740756721857226,43566.666666666664
Humpback Whale,10,2008,49000,46233.333333333336,0,3,2,0.550561797752809,True,2008-01-01,49000,10.799595985047786,46233.333333333336
Humpback Whale,10,2009,51900,49033.333333333336,0,3,2,0.5831460674157304,True,2009-01-01,51900,10.857093336791094,49033.333333333336
Humpback Whale,10,2010,55000,51966.666666666664,0,3,2,0.6179775280898876,False,2010-01-01,55000,10.915106645867503,51966.666666666664
Humpback Whale,10,2011,57800,54900.0,0,3,2,0.6494382022471911,True,2011-01-01,57800,10.96476135554887,54900.0
Humpback Whale,10,2012,60700,57833.333333333336,0,3,2,0.6820224719101123,True,2012-01-01,60700,11.013715451376466,57833.333333333336
Humpback Whale,10,2013,63800,60766.666666666664,0,3,2,0.7168539325842697,True,2013-01-01,63800,11.063524143191238,60766.666666666664
Humpback Whale,10,2014,67000,63833.333333333336,0,3,2,0.7528089887640449,True,2014-01-01,67000,11.112462823634855,63833.333333333336
Humpback Whale,10,2015,70400,67066.66666666667,0,3,2,0.7910112359550562,False,2015-01-01,70400,11.161962746590705,67066.66666666667
Humpback Whale,10,2016,73900,70433.33333333333,0,3,2,0.8303370786516854,True,2016-01-01,73900,11.210481638644469,70433.33333333333
Humpback Whale,10,2017,77600,73966.66666666667,0,3,2,0.8719101123595505,True,2017-01-01,77600,11.259335592686217,73966.66666666667
Humpback Whale,10,2018,80000,77166.66666666667,0,3,2,0.898876404494382,True,2018-01-01,80000,11.289794413577894,77166.66666666667
Humpback Whale,10,2019,82000,79866.66666666667,0,3,2,0.9213483146067416,True,2019-01-01,82000,11.314486721293981,79866.66666666667
Humpback Whale,10,2020,84000,82000.0,0,3,2,0.9438202247191011,False,2020-01-01,84000,11.338583982516495,82000.0
Humpback Whale,10,2021,85500,83833.33333333333,0,3,2,0.9606741573033708,True,2021-01-01,85500,11.356283350762888,83833.33333333333
Humpback Whale,10,2022,87000,85500.0,0,3,2,0.9775280898876404,True,2022-01-01,87000,11.373674891823535,85500.0
Humpback Whale,10,2023,88000,86833.33333333333,0,3,2,0.9887640449438202,True,2023-01-01,88000,11.385103457032141,86833.33333333333
Humpback Whale,10,2024,89000,88000.0,0,3,2,1.0,False,2024-01-01,89000,11.39640288460621,88000.0
Indian Rhinoceros,11,2006,2575,2575.0,2,2,3,0.6415047334329845,False,2006-01-01,2575,7.853993087224244,2575.0
Indian Rhinoceros,11,2007,2617,2596.0,2,2,3,0.6519681116093672,True,2007-01-01,2617,7.870165946469845,2596.0
Indian Rhinoceros,11,2008,2658,2616.6666666666665,2,2,3,0.6621823617339312,True,2008-01-01,2658,7.88570539124302,2616.6666666666665
Indian Rhinoceros,11,2009,2700,2658.3333333333335,2,2,3,0.672645739910314,False,2009-01-01,2700,7.901377353792616,2658.3333333333335
Indian Rhinoceros,11,2010,2750,2702.6666666666665,2,2,3,0.6851021425012457,True,2010-01-01,2750,7.919719760924575,2702.6666666666665
Indian Rhinoceros,11,2011,2800,2750.0,2,2,3,0.6975585450921774,True,2011-01-01,2800,7.937731775260109,2750.0
Indian Rhinoceros,11,2012,2850,2800.0,2,2,3,0.7100149476831091,False,2012-01-01,2850,7.955425088912672,2800.0
Indian Rhinoceros,11,2013,2988,2879.3333333333335,2,2,3,0.7443946188340808,True,2013-01-01,2988,8.002694162283937,2879.3333333333335
Indian Rhinoceros,11,2014,3126,2988.0,2,2,3,0.7787742899850523,True,2014-01-01,3126,8.047829357457841,2988.0
Indian Rhinoceros,11,2015,3264,3126.0,2,2,3,0.8131539611360239,False,2015-01-01,3264,8.09101504171053,3126.0
Indian Rhinoceros,11,2016,3343,3244.3333333333335,2,2,3,0.8328350772296961,True,2016-01-01,3343,8.114922974204593,3244.3333333333335
Indian Rhinoceros,11,2017,3421,3342.6666666666665,2,2,3,0.8522670652715496,True,2017-01-01,3421,8.137980454452139,3342.6666666666665
Indian Rhinoceros,11,2018,3500,3421.3333333333335,2,2,3,0.8719481813652217,False,2018-01-01,3500,8.160803920954665,3421.3333333333335
Indian Rhinoceros,11,2019,3567,3496.0,2,2,3,0.8886397608370703,True,2019-01-01,3567,8.1797604936999,3496.0
Indian Rhinoceros,11,2020,3633,3566.6666666666665,2,2,3,0.9050822122571002,True,2020-01-01,3633,8.198089248956116,3566.6666666666665
Indian Rhinoceros,11,2021,3700,3633.3333333333335,2,2,3,0.9217737917289487,False,2021-01-01,3700,8.216358332386156,3633.3333333333335
Indian Rhinoceros,11,2022,3805,3712.6666666666665,2,2,3,0.9479322371699054,True,2022-01-01,3805,8.244334047856094,3712.6666666666665
Indian Rhinoceros,11,2023,3909,3804.6666666666665,2,2,3,0.9738415545590433,True,2023-01-01,3909,8.271292652979412,3804.6666666666665
Indian Rhinoceros,11,2024,4014,3909.3333333333335,2,2,3,1.0,False,2024-01-01,4014,8.297792626380861,3909.3333333333335
White Rhinoceros,12,2000,11670,11670.0,1,2,0,0.5720588235294117,False,2000-01-01,11670,9.364862411412354,11670.0
White Rhinoceros,12,2001,12300,11985.0,1,2,0,0.6029411764705882,True,2001-01-01,12300,9.417435838868785,11985.0
White Rhinoceros,12,2002,12900,12290.0,1,2,0,0.6323529411764706,True,2002-01-01,12900,9.465060106725137,12290.0
White Rhinoceros,12,2003,13500,12900.0,1,2,0,0.6617647058823529,True,2003-01-01,13500,9.510519035757246,12900.0
White Rhinoceros,12,2004,14150,13516.666666666666,1,2,0,0.6936274509803921,True,2004-01-01,14150,9.557540571952371,13516.666666666666
White Rhinoceros,12,2005,14800,14150.0,1,2,0,0.7254901960784313,False,2005-01-01,14800,9.60245002503719,14150.0
White Rhinoceros,12,2006,15600,14850.0,1,2,0,0.7647058823529411,True,2006-01-01,15600,9.65509029374725,14850.0
White Rhinoceros,12,2007,16400,15600.0,1,2,0,0.803921568627451,True,2007-01-01,16400,9.70509758756311,15600.0
White Rhinoceros,12,2008,17200,16400.0,1,2,0,0.8431372549019608,True,2008-01-01,17200,9.75272280064639,16400.0
White Rhinoceros,12,2009,18000,17200.0,1,2,0,0.8823529411764706,True,2009-01-01,18000,9.798182590890704,17200.0
White Rhinoceros,12,2010,18800,18000.0,1,2,0,0.9215686274509803,False,2010-01-01,18800,9.841665338892785,18000.0
White Rhinoceros,12,2011,19400,18733.333333333332,1,2,0,0.9509803921568627,True,2011-01-01,19400,9.873079890114703,18733.333333333332
White Rhinoceros,12,2012,20100,19433.333333333332,1,2,0,0.9852941176470589,True,2012-01-01,20100,9.908524844053396,19433.333333333332
White Rhinoceros,12,2013,20400,19966.666666666668,1,2,0,1.0,True,2013-01-01,20400,9.923339198238729,19966.666666666668
White Rhinoceros,12,2014,20200,20233.333333333332,1,2,0,0.9901960784313726,True,2014-01-01,20200,9.913487387114461,20233.333333333332
White Rhinoceros,12,2015,19600,20066.666666666668,1,2,0,0.9607843137254902,False,2015-01-01,19600,9.883335864325275,20066.666666666668
White Rhinoceros,12,2016,19200,19666.666666666668,1,2,0,0.9411764705882353,True,2016-01-01,19200,9.862717639992917,19666.666666666668
White Rhinoceros,12,2017,18900,19233.333333333332,1,2,0,0.9264705882352942,True,2017-01-01,18900,9.846970109700957,19233.333333333332
White Rhinoceros,12,2018,18600,18900.0,1,2,0,0.9117647058823529,True,2018-01-01,18600,9.83097062169695,18900.0
White Rhinoceros,12,2019,18400,18633.333333333332,1,2,0,0.9019607843137255,True,2019-01-01,18400,9.820160289946374,18633.333333333332
White Rhinoceros,12,2020,18300,18433.333333333332,1,2,0,0.8970588235294118,False,2020-01-01,18300,9.814710982145282,18433.333333333332
White Rhinoceros,12,2021,18200,18300.0,1,2,0,0.8921568627450981,True,2021-01-01,18200,9.809231816610408,18300.0
White Rhinoceros,12,2022,18100,18200.0,1,2,0,0.8872549019607843,True,2022-01-01,18100,9.803722464346553,18200.0
White Rhinoceros,12,2023,18000,18100.0,1,2,0,0.8823529411764706,True,2023-01-01,18000,9.798182590890704,18100.0
White Rhinoceros,12,2024,17900,18000.0,1,2,0,0.8774509803921569,False,2024-01-01,17900,9.792611856190192,18000.0
