species_common_name,species_encoded,year,population,population_rolling_avg,population_rolling_std,population_cv,population_change_rate,population_relative_to_peak,population_relative_to_baseline,cumulative_change_rate,is_declining,is_growing,overall_trend_encoded,iucn_status_numeric,taxonomic_group_encoded,region_encoded,years_since_baseline,conservation_urgency,risk_level,risk_level_encoded,taxon_Aquatic Mammal,taxon_Bird,taxon_Mammal,taxon_Marine Mammal,taxon_Reptile,region_encoded,region_Africa,region_China,region_Global Oceans,region_India,region_North America,region_Usa,species_pop_mean,species_pop_std,species_pop_min,species_pop_max,species_change_mean,species_change_std,species_decline_years
Asian Elephant,1,2014,28559,28975.0,416.0000000000013,0.014357204486626399,-1.4357204486626363,0.9716920145622809,1.1916464992072102,17.666042264693107,1,0,1.0,3,2,3,21,3.0430716134598788,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2015,28144,28559.333333333332,415.5001002807749,0.014548662443594861,-1.4531321124689245,0.9575720458643803,1.1743303012601185,16.212910152224183,1,0,1.0,3,2,3,22,3.043593963374068,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2016,27728,28143.666666666668,415.5001002807749,0.014763538283833193,-1.4781125639567905,0.9434180531455207,1.156972377534841,14.734797588267392,1,0,1.0,3,2,3,23,3.0443433769187034,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2017,27312,27728.0,416.00000000000125,0.015002885170225036,-1.5002885170225078,0.9292640604266612,1.1396144538095636,13.234509071244885,1,0,1.0,3,2,3,24,3.0450086555106752,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2018,26339,27126.333333333332,712.8704884713167,0.026279647887218354,-3.5625366139425907,0.8961586880337519,1.099015271634816,9.671972457302294,1,0,1.0,3,2,3,25,3.1068760984182777,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2019,25366,26339.0,972.9999999999999,0.036941417669615256,-3.694141766961545,0.8630533156408424,1.0584160894600685,5.977830690340749,1,0,1.0,3,2,3,26,3.1108242530088464,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2020,24392,25365.666666666668,973.5000428008897,0.038378649991493194,-3.8397855396988145,0.8299139192269742,1.0177751815071352,2.1380451506419345,1,0,1.0,3,2,3,27,3.1151935661909644,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2021,23419,24392.333333333332,973.5000428008897,0.03991008279107722,-3.9890127910790385,0.7968085468340649,0.9771759993323875,-1.850967640437104,1,0,1.0,3,2,3,28,3.1196703837323714,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asian Elephant,1,2022,22446,23419.0,972.9999999999999,0.04154746146291455,-4.154746146291477,0.7637031744411554,0.93657681715764,-6.005713786728581,1,0,1.0,3,2,3,29,3.1246423843887445,High,2,False,False,True,False,False,3,False,False,False,True,False,False,26428.066666666666,1864.1521125837803,22446,29391,-0.20019045955761947,1.9138170240912753,10
Asiatic Lion,2,2005,359,359.0,0.0,0.0,0.0,0.44875,1.0,0.0,0,0,3.0,3,2,3,0,3.0,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2006,369,364.0,7.0710678118654755,0.019426010472152564,2.785515320334264,0.46125,1.0278551532033426,2.785515320334264,0,1,3.0,3,2,3,1,3.083565459610028,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2007,380,369.3333333333333,10.503967504392495,0.02844034522849184,2.981029810298108,0.475,1.0584958217270195,5.766545130632372,0,1,3.0,3,2,3,2,3.0894308943089435,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2008,390,379.6666666666667,10.503967504392495,0.027666288422448802,2.6315789473684292,0.4875,1.0863509749303621,8.398124078000802,0,1,3.0,3,2,3,3,3.078947368421053,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2009,401,390.3333333333333,10.503967504392495,0.02691024979775356,2.8205128205128105,0.50125,1.116991643454039,11.218636898513612,0,1,3.0,3,2,3,4,3.0846153846153843,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2010,411,400.6666666666667,10.503967504392495,0.02621622505255376,2.493765586034913,0.51375,1.1448467966573816,13.712402484548525,0,1,3.0,3,2,3,5,3.0748129675810474,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2011,433,415.0,16.3707055437449,0.039447483237930014,5.352798053527974,0.54125,1.2061281337047354,19.0652005380765,0,1,3.0,3,2,3,6,3.1605839416058394,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2012,456,433.3333333333333,22.501851775650234,0.05192735025148856,5.311778290993074,0.57,1.2701949860724233,24.376978829069575,0,1,3.0,3,2,3,7,3.159353348729792,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2013,478,455.6666666666667,22.501851775650234,0.049382264321094285,4.824561403508776,0.5975,1.3314763231197773,29.201540232578353,0,1,3.0,3,2,3,8,3.1447368421052633,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2014,501,478.3333333333333,22.501851775650234,0.047042198834102156,4.811715481171541,0.62625,1.3955431754874652,34.01325571374989,0,1,3.0,3,2,3,9,3.1443514644351462,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
Asiatic Lion,2,2015,523,500.6666666666667,22.501851775650234,0.04494377851327378,4.3912175648702645,0.65375,1.456824512534819,38.40447327862016,0,1,3.0,3,2,3,10,3.131736526946108,Medium,1,False,False,True,False,False,3,False,False,False,True,False,False,539.0,143.71353084302262,359,800,4.09694430064859,1.4082698572423877,0
